measurement_time,gadget_id,vibration_x,vibration_y,pressure,temperature,Unnamed: 10,Unnamed: 11,failure_time,time_to_fail,fail_in_1h,temperature_6h_std,pressure_6h_mean,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
2020-07-20 07:59:59.505000000,4,9,10,15,76.9742521627214,,,2020-07-20 15:13:32.845458239,0 days 07:13:33.340458239,0,5.32344297874673,14.9166666666667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-07-21 10:59:59.505000000,4,2,6,19,70.4097966032407,,,2020-07-21 14:58:51.351641580,0 days 03:58:51.846641580,0,3.77368825188219,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-07-20 04:59:59.505000000,1,5,5,12,36.0854210835641,,,2020-07-20 09:13:15.251902860,0 days 04:13:15.746902860,0,3.54125472037372,15.1666666666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-07-20 20:59:59.505000000,1,4,1,19,18.4948740104234,,,,,0,3.86147533456613,14.8333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-07-21 06:59:59.505000000,2,3,3,15,73.1171541956984,,,2020-07-21 11:35:54.944414580,0 days 04:35:55.439414580,0,3.95311456818276,14.8333333333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-07-21 21:59:59.505000000,3,9,4,19,49.9588368043992,,,,,0,5.43156461676883,15.0833333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-07-20 11:59:59.505000000,2,7,4,16,31.4724322040471,,,2020-07-20 19:07:35.609994000,0 days 07:07:36.104994,0,4.66474927525478,14.75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-07-20 01:59:59.505000000,3,6,0,11,57.90978834791,,,2020-07-21 05:14:52.802747100,1 days 03:14:53.297747100,0,4.61034426615347,14.9166666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-07-21 14:59:59.505000000,1,6,7,20,24.582622953315,,,,,0,6.62437969657924,14.75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-07-18 22:59:59.525000000,1,4,3,17,15.2358079476316,,,2020-07-19 03:15:13.974547560,0 days 04:15:14.449547560,0,4.70141997380582,14.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-07-21 18:59:59.505000000,3,7,1,18,49.0770053319762,,,,,0,3.3385225710678,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-07-17 18:59:59.665000000,1,5,1,10,20.7668896978464,,,2020-07-19 03:15:13.974547560,1 days 08:15:14.309547560,0,9.2748253411162,14.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-07-16 11:59:59.820000000,1,6,10,19,31.1405016300384,,,2020-07-17 02:02:01.127749340,0 days 14:02:01.307749340,0,2.39535565232654,14.3333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-07-21 21:59:59.505000000,4,4,5,16,68.0843030862124,,,,,0,5.82481323389771,14.9166666666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-07-16 23:59:59.760000000,3,6,6,12,71.9483116519884,,,2020-07-17 13:40:46.685736880,0 days 13:40:46.925736880,0,25.1670974306878,14.3333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-07-17 10:59:59.705000000,2,8,5,12,43.9063134948827,,,2020-07-17 12:27:48.664915440,0 days 01:27:48.959915440,0,3.46754953847238,12.6666666666667,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-07-16 07:59:59.840000000,3,8,0,13,26.5058754381886,,,2020-07-17 13:40:46.685736880,1 days 05:40:46.845736880,0,19.2902531736838,14.3333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-07-21 01:59:59.505000000,2,5,9,12,57.1258294246931,,,2020-07-21 11:35:54.944414580,0 days 09:35:55.439414580,0,3.57821237008491,14.9166666666667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-07-17 05:59:59.730000000,2,4,1,16,34.200624776619,,,2020-07-17 12:27:48.664915440,0 days 06:27:48.934915440,0,2.07371621705201,15.8333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-07-17 10:59:59.705000000,1,4,6,17,33.8298448885167,,,2020-07-17 14:37:13.504256720,0 days 03:37:13.799256720,0,5.24444574952937,13.8333333333333,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-07-19 13:59:59.505000000,3,5,8,20,37.0943406420567,,,2020-07-19 14:46:49.546418340,0 days 00:46:50.041418340,1,2.91501566463974,14.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-07-16 18:59:59.785000000,3,9,1,10,60.9031292460266,,,2020-07-17 13:40:46.685736880,0 days 18:40:46.900736880,0,10.2425955328899,14.3333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-07-20 06:59:59.505000000,3,4,5,14,63.8476116607926,,,2020-07-21 05:14:52.802747100,0 days 22:14:53.297747100,0,3.84808179530987,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-07-21 20:59:59.505000000,3,6,3,13,48.6451097838774,,,,,0,4.98497016556918,14.8333333333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-07-20 16:59:59.505000000,1,2,8,19,21.9129450587567,,,,,0,4.23261214392612,14.8333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-07-17 06:59:59.725000000,4,7,10,13,71.7606405506992,,,2020-07-17 15:23:28.438082700,0 days 08:23:28.713082700,0,4.48478386959365,15.1666666666667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-07-15 16:59:59.915000000,2,9,5,15,58.4324388256658,,,2020-07-15 19:38:38.808362980,0 days 02:38:38.893362980,0,1.76472984849748,15.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-07-21 02:59:59.505000000,3,6,5,13,95.256940130435,,,2020-07-21 05:14:52.802747100,0 days 02:14:53.297747100,0,4.02286810943127,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-07-21 08:59:59.505000000,1,7,5,18,25.1563239732289,,,,,0,6.09389416395096,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-07-15 15:59:59.920000000,3,5,4,16,69.0259739547394,,,2020-07-15 19:17:09.459192460,0 days 03:17:09.539192460,0,8.32996763537541,15.6666666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-07-18 01:59:59.630000000,3,6,2,11,27.9178304830277,,,2020-07-19 13:56:10.696283280,1 days 11:56:11.066283280,0,6.08364645835092,14.3333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-07-20 06:59:59.505000000,4,3,9,13,83.0907087053469,,,2020-07-20 07:47:47.700393360,0 days 00:47:48.195393360,1,4.90343336978983,14.8333333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-07-20 14:59:59.505000000,4,8,10,16,69.2355036574145,,,2020-07-20 15:13:32.845458239,0 days 00:13:33.340458239,1,4.35901278764321,14.8333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-07-18 19:59:59.540000000,2,4,9,16,21.4,,,2020-07-18 20:06:28.125868280,0 days 00:06:28.585868280,1,1.89652196754278,14.9166666666667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-07-15 01:00:00.000000000,1,8,3,12,34.3951769632562,,,2020-07-15 09:56:03.974006640,0 days 08:56:03.974006640,0,3.4537419953656,15.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-07-16 20:59:59.775000000,3,3,3,20,72.5472792033979,,,2020-07-17 13:40:46.685736880,0 days 16:40:46.910736880,0,3.25104334007632,15.1666666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-07-20 09:59:59.505000000,4,10,4,16,82.7707443175781,,,2020-07-20 15:13:32.845458239,0 days 05:13:33.340458239,0,1.66525932461058,15.1666666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-07-20 17:59:59.505000000,3,6,6,18,83.0063528323513,,,2020-07-21 05:14:52.802747100,0 days 11:14:53.297747100,0,3.26150879022443,14.75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-07-16 06:59:59.845000000,2,9,6,15,37.1179978991503,,,2020-07-16 22:08:40.476121540,0 days 15:08:40.631121540,0,7.0360251417097,14.6666666666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-07-16 18:59:59.785000000,4,1,6,13,82.365347812355,,,2020-07-17 15:23:28.438082700,0 days 20:23:28.653082700,0,11.8783022206746,14.6666666666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-07-21 05:59:59.505000000,4,3,7,12,76.8771336030074,,,2020-07-21 14:58:51.351641580,0 days 08:58:51.846641580,0,3.73751599860486,15.0833333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-07-20 12:59:59.505000000,2,3,6,17,28.8482824216617,,,2020-07-20 19:07:35.609994000,0 days 06:07:36.104994,0,2.78400504380708,14.75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-07-18 05:59:59.610000000,2,6,1,16,38.4361974081493,,,2020-07-18 20:06:28.125868280,0 days 14:06:28.515868280,0,3.53101460004428,15.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-07-17 19:59:59.660000000,3,6,6,20,73.4107755185196,,,2020-07-17 23:50:40.934651420,0 days 03:50:41.274651420,0,29.4772930935508,13.8333333333333,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-07-18 06:59:59.605000000,4,7,5,13,77.1507899420323,,,2020-07-19 02:16:31.059075560,0 days 19:16:31.454075560,0,4.46711928466482,16.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2020-07-18 07:59:59.600000000,4,8,4,15,75.1030165285502,,,2020-07-19 02:16:31.059075560,0 days 18:16:31.459075560,0,5.0040672694658,14.1666666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-07-19 14:59:59.505000000,1,10,5,18,24.5033243627072,,,2020-07-20 02:29:16.933426440,0 days 11:29:17.428426440,0,3.2504085450277,14.8333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-07-16 00:59:59.875000000,3,4,3,20,79.9044703742696,,,2020-07-17 13:40:46.685736880,1 days 12:40:46.810736880,0,5.36853168131178,16.1666666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-07-19 18:59:59.505000000,1,5,10,11,21.7826446278919,,,2020-07-20 02:29:16.933426440,0 days 07:29:17.428426440,0,5.72359318059516,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-07-18 13:59:59.570000000,4,8,9,14,75.0680622664272,,,2020-07-19 02:16:31.059075560,0 days 12:16:31.489075560,0,4.37358828765914,15.0833333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-07-15 18:59:59.905000000,4,7,6,13,80.8508463878608,,,2020-07-17 15:23:28.438082700,1 days 20:23:28.533082700,0,3.08688013854683,13.6666666666667,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-07-20 13:59:59.505000000,2,7,1,16,30.2047205719935,,,2020-07-20 19:07:35.609994000,0 days 05:07:36.104994,0,2.90538984528566,15.1666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-07-17 13:59:59.690000000,1,1,9,16,20.0710156256849,,,2020-07-17 14:37:13.504256720,0 days 00:37:13.814256720,1,2.69663715170201,15.3333333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-07-21 05:59:59.505000000,1,3,8,16,32.3943648130467,,,,,0,3.7581960537729,15.1666666666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-07-16 13:59:59.810000000,4,4,8,14,75.086069537374,,,2020-07-17 15:23:28.438082700,1 days 01:23:28.628082700,0,5.28522402824659,14.6666666666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-07-19 04:59:59.505000000,4,9,10,18,68.5506785424015,,,2020-07-19 05:51:52.997790360,0 days 00:51:53.492790360,1,3.42614360481679,14.75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-07-18 17:59:59.550000000,1,4,9,18,17.8573144147137,,,2020-07-19 03:15:13.974547560,0 days 09:15:14.424547560,0,2.68572882167567,14.9166666666667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-07-16 22:59:59.765000000,3,5,5,14,71.5876317711466,,,2020-07-17 13:40:46.685736880,0 days 14:40:46.920736880,0,6.405925924936,14.3333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-07-17 10:59:59.705000000,4,4,7,19,79.7842949725919,,,2020-07-17 15:23:28.438082700,0 days 04:23:28.733082700,0,4.3867303323913,13.6666666666667,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-07-15 19:59:59.900000000,4,4,5,15,69.0419606024324,,,2020-07-17 15:23:28.438082700,1 days 19:23:28.538082700,0,10.6857908519916,13.8333333333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-07-18 23:59:59.520000000,2,6,8,16,25.3207405243742,,,2020-07-19 14:05:50.513443500,0 days 14:05:50.993443500,0,6.55543367043262,15.1666666666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-07-19 07:59:59.505000000,4,5,6,15,71.9058287486025,,,2020-07-19 16:51:16.339509120,0 days 08:51:16.834509120,0,5.86504921006478,14.75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-07-19 05:59:59.505000000,2,1,8,16,26.1586332200933,,,2020-07-19 14:05:50.513443500,0 days 08:05:51.008443500,0,4.10582219731326,14.9166666666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-07-17 08:59:59.715000000,2,6,10,15,42.7310608004388,,,2020-07-17 12:27:48.664915440,0 days 03:27:48.949915440,0,1.65297633016414,15.6666666666667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-07-18 15:59:59.560000000,1,3,4,19,21.1782677458594,,,2020-07-19 03:15:13.974547560,0 days 11:15:14.414547560,0,4.97885881233604,15.1666666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-07-18 01:59:59.630000000,1,4,3,11,41.9784394264675,,,2020-07-19 03:15:13.974547560,1 days 01:15:14.344547560,0,1.24304782524104,16.3333333333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2020-07-15 07:59:59.960000000,3,2,6,18,47.6128753743834,,,2020-07-15 09:33:48.330967860,0 days 01:33:48.370967860,0,11.9475976517044,14.8333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-07-18 12:59:59.575000000,1,8,7,18,30.3390979474042,,,2020-07-19 03:15:13.974547560,0 days 14:15:14.399547560,0,5.30614475339262,14.75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-07-16 12:59:59.815000000,3,10,5,18,39.8291600985786,,,2020-07-17 13:40:46.685736880,1 days 00:40:46.870736880,0,5.01176184932656,15.1666666666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-07-20 04:59:59.505000000,3,4,3,15,55.8467643255546,,,2020-07-21 05:14:52.802747100,1 days 00:14:53.297747100,0,3.13656755747464,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-07-17 00:59:59.755000000,3,9,7,11,74.3773961938507,,,2020-07-17 13:40:46.685736880,0 days 12:40:46.930736880,0,2.41338793159664,14.6666666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-07-17 02:59:59.745000000,3,3,9,18,77.460307837202,,,2020-07-17 13:40:46.685736880,0 days 10:40:46.940736880,0,6.29230935618111,15.1666666666667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-07-18 05:59:59.610000000,3,7,6,16,34.4133950565836,,,2020-07-19 13:56:10.696283280,1 days 07:56:11.086283280,0,4.98566479073116,14.5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-07-17 21:59:59.650000000,4,6,8,16,69.0747823845062,,,2020-07-18 02:23:34.205769080,0 days 04:23:34.555769080,0,4.63551648812714,16.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2020-07-15 20:59:59.895000000,1,6,7,15,13.982764643035,,,2020-07-15 21:49:25.197701400,0 days 00:49:25.302701400,1,4.16963291747182,12.5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-07-19 02:59:59.505000000,3,7,7,19,71.2448491569485,,,2020-07-19 13:56:10.696283280,0 days 10:56:11.191283280,0,3.9507628309582,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-07-18 23:59:59.520000000,1,10,1,13,37.1968523568834,,,2020-07-19 03:15:13.974547560,0 days 03:15:14.454547560,0,3.73672504255312,14.9166666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-07-21 03:59:59.505000000,2,9,6,16,65.4766037837446,,,2020-07-21 11:35:54.944414580,0 days 07:35:55.439414580,0,1.60636568371232,14.9166666666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
